id,family,name,category,vcpus,memory,ssd,hdd,cpu,accelerators,accelerator,embodied
vm-standard-e6-flex-2ocpu-22gb,standarde6flex,VM.Standard.E6.Flex (2 OCPU / 22 GB),general,4,22,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-4ocpu-44gb,standarde6flex,VM.Standard.E6.Flex (4 OCPU / 44 GB),general,8,44,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-8ocpu-88gb,standarde6flex,VM.Standard.E6.Flex (8 OCPU / 88 GB),general,16,88,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-16ocpu-176gb,standarde6flex,VM.Standard.E6.Flex (16 OCPU / 176 GB),general,32,176,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-32ocpu-352gb,standarde6flex,VM.Standard.E6.Flex (32 OCPU / 352 GB),general,64,352,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-64ocpu-704gb,standarde6flex,VM.Standard.E6.Flex (64 OCPU / 704 GB),general,128,704,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-96ocpu-1056gb,standarde6flex,VM.Standard.E6.Flex (96 OCPU / 1056 GB),general,192,1056,0,0,amd-epyc-9j45,0,,1
vm-standard-e6-flex-126ocpu-1386gb,standarde6flex,VM.Standard.E6.Flex (126 OCPU / 1386 GB),general,252,1386,0,0,amd-epyc-9j45,0,,1
vm-standard-a1-flex-1ocpu-6gb,standarda1flex,VM.Standard.A1.Flex (1 OCPU / 6 GB),general,1,6,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-2ocpu-12gb,standarda1flex,VM.Standard.A1.Flex (2 OCPU / 12 GB),general,2,12,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-4ocpu-24gb,standarda1flex,VM.Standard.A1.Flex (4 OCPU / 24 GB),general,4,24,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-8ocpu-48gb,standarda1flex,VM.Standard.A1.Flex (8 OCPU / 48 GB),general,8,48,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-16ocpu-96gb,standarda1flex,VM.Standard.A1.Flex (16 OCPU / 96 GB),general,16,96,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-32ocpu-192gb,standarda1flex,VM.Standard.A1.Flex (32 OCPU / 192 GB),general,32,192,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-64ocpu-384gb,standarda1flex,VM.Standard.A1.Flex (64 OCPU / 384 GB),general,64,384,0,0,ampere-altra-q8030,0,,1
vm-standard-a1-flex-76ocpu-456gb,standarda1flex,VM.Standard.A1.Flex (76 OCPU / 456 GB),general,76,456,0,0,ampere-altra-q8030,0,,1
vm-standard-a2-flex-1ocpu-12gb,standarda2flex,VM.Standard.A2.Flex (1 OCPU / 12 GB),general,2,12,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-2ocpu-24gb,standarda2flex,VM.Standard.A2.Flex (2 OCPU / 24 GB),general,4,24,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-4ocpu-48gb,standarda2flex,VM.Standard.A2.Flex (4 OCPU / 48 GB),general,8,48,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-8ocpu-96gb,standarda2flex,VM.Standard.A2.Flex (8 OCPU / 96 GB),general,16,96,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-16ocpu-192gb,standarda2flex,VM.Standard.A2.Flex (16 OCPU / 192 GB),general,32,192,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-32ocpu-384gb,standarda2flex,VM.Standard.A2.Flex (32 OCPU / 384 GB),general,64,384,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-64ocpu-768gb,standarda2flex,VM.Standard.A2.Flex (64 OCPU / 768 GB),general,128,768,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a2-flex-78ocpu-936gb,standarda2flex,VM.Standard.A2.Flex (78 OCPU / 936 GB),general,156,936,0,0,ampere-ampereone-a16030,0,,1
vm-standard-a4-flex-1ocpu-15gb,standarda4flex,VM.Standard.A4.Flex (1 OCPU / 15 GB),general,2,15,0,0,ampere-ampereone-m-a0636m,0,,1
vm-standard-a4-flex-2ocpu-30gb,standarda4flex,VM.Standard.A4.Flex (2 OCPU / 30 GB),general,4,30,0,0,ampere-ampereone-m-a0636m,0,,1
vm-standard-a4-flex-4ocpu-60gb,standarda4flex,VM.Standard.A4.Flex (4 OCPU / 60 GB),general,8,60,0,0,ampere-ampereone-m-a0636m,0,,1
vm-standard-a4-flex-8ocpu-120gb,standarda4flex,VM.Standard.A4.Flex (8 OCPU / 120 GB),general,16,120,0,0,ampere-ampereone-m-a0636m,0,,1
vm-standard-a4-flex-16ocpu-240gb,standarda4flex,VM.Standard.A4.Flex (16 OCPU / 240 GB),general,32,240,0,0,ampere-ampereone-m-a0636m,0,,1
vm-standard-a4-flex-32ocpu-480gb,standarda4flex,VM.Standard.A4.Flex (32 OCPU / 480 GB),general,64,480,0,0,ampere-ampereone-m-a0636m,0,,1
vm-standard-a4-flex-45ocpu-675gb,standarda4flex,VM.Standard.A4.Flex (45 OCPU / 675 GB),general,90,675,0,0,ampere-ampereone-m-a0636m,0,,1
vm-denseio-e4-flex-8ocpu-128gb,denseioe4flex,VM.DenseIO.E4.Flex (8 OCPU / 128 GB),storage,16,128,6800,0,amd-epyc-7j13,0,,1
vm-denseio-e4-flex-16ocpu-256gb,denseioe4flex,VM.DenseIO.E4.Flex (16 OCPU / 256 GB),storage,32,256,13600,0,amd-epyc-7j13,0,,1
vm-denseio-e4-flex-32ocpu-512gb,denseioe4flex,VM.DenseIO.E4.Flex (32 OCPU / 512 GB),storage,64,512,27200,0,amd-epyc-7j13,0,,1
vm-denseio-e5-flex-8ocpu-96gb,denseioe5flex,VM.DenseIO.E5.Flex (8 OCPU / 96 GB),storage,16,96,6800,0,amd-epyc-9j14,0,,1
vm-denseio-e5-flex-16ocpu-192gb,denseioe5flex,VM.DenseIO.E5.Flex (16 OCPU / 192 GB),storage,32,192,13600,0,amd-epyc-9j14,0,,1
vm-denseio-e5-flex-24ocpu-288gb,denseioe5flex,VM.DenseIO.E5.Flex (24 OCPU / 288 GB),storage,48,288,20400,0,amd-epyc-9j14,0,,1
vm-denseio-e5-flex-32ocpu-384gb,denseioe5flex,VM.DenseIO.E5.Flex (32 OCPU / 384 GB),storage,64,384,27200,0,amd-epyc-9j14,0,,1
vm-denseio-e5-flex-40ocpu-480gb,denseioe5flex,VM.DenseIO.E5.Flex (40 OCPU / 480 GB),storage,80,480,34000,0,amd-epyc-9j14,0,,1
vm-denseio-e5-flex-48ocpu-576gb,denseioe5flex,VM.DenseIO.E5.Flex (48 OCPU / 576 GB),storage,96,576,40800,0,amd-epyc-9j14,0,,1
vm-gpu2-1,gpu2,VM.GPU2.1,accelerated,24,72,0,0,intel-xeon-8167m,1,nvidia-tesla-p10016,1
vm-gpu3-1,gpu3,VM.GPU3.1,accelerated,12,90,0,0,intel-xeon-8167m,1,nvidia-tesla-v10016,1
vm-gpu3-2,gpu3,VM.GPU3.2,accelerated,24,180,0,0,intel-xeon-8167m,2,nvidia-tesla-v10016,1
vm-gpu3-4,gpu3,VM.GPU3.4,accelerated,48,360,0,0,intel-xeon-8167m,4,nvidia-tesla-v10016,1
vm-gpu-a10-1,gpua10,VM.GPU.A10.1,accelerated,30,240,0,0,intel-xeon-8358,1,nvidia-tesla-a10,1
vm-gpu-a10-2,gpua10,VM.GPU.A10.2,accelerated,60,480,0,0,intel-xeon-8358,2,nvidia-tesla-a10,1
vm-optimized3-flex-1ocpu-14gb,optimized3flex,VM.Optimized3.Flex (1 OCPU / 14 GB),performance,2,14,0,0,intel-xeon-6354,0,,1
vm-optimized3-flex-2ocpu-28gb,optimized3flex,VM.Optimized3.Flex (2 OCPU / 28 GB),performance,4,28,0,0,intel-xeon-6354,0,,1
vm-optimized3-flex-4ocpu-56gb,optimized3flex,VM.Optimized3.Flex (4 OCPU / 56 GB),performance,8,56,0,0,intel-xeon-6354,0,,1
vm-optimized3-flex-8ocpu-112gb,optimized3flex,VM.Optimized3.Flex (8 OCPU / 112 GB),performance,16,112,0,0,intel-xeon-6354,0,,1
vm-optimized3-flex-16ocpu-224gb,optimized3flex,VM.Optimized3.Flex (16 OCPU / 224 GB),performance,32,224,0,0,intel-xeon-6354,0,,1
vm-optimized3-flex-18ocpu-252gb,optimized3flex,VM.Optimized3.Flex (18 OCPU / 252 GB),performance,36,252,0,0,intel-xeon-6354,0,,1
bm-standard1-36,standard1,BM.Standard1.36,general,72,256,0,0,intel-xeon-e52699v3,0,,1
bm-standard-b1-44,standardb1,BM.Standard.B1.44,general,88,512,0,0,intel-xeon-e52699v4,0,,1
bm-standard2-52,standard2,BM.Standard2.52,general,104,768,0,0,intel-xeon-8167m,0,,1
bm-standard-e2-64,standarde2,BM.Standard.E2.64,general,128,512,0,0,amd-epyc-7551,0,,1
bm-standard-e3-128,standarde3,BM.Standard.E3.128,general,256,2048,0,0,amd-epyc-7742,0,,1
bm-denseio1-36,denseio1,BM.DenseIO1.36,storage,72,512,28800,0,intel-xeon-e52699v3,0,,1
bm-denseio2-52,denseio2,BM.DenseIO2.52,storage,104,768,51200,0,intel-xeon-8167m,0,,1
bm-hpc2-36,hpc2,BM.HPC2.36,performance,72,384,6400,0,intel-xeon-gold-6154,0,,1
vm-standard1-1,standard1,VM.Standard1.1,general,2,7,0,0,intel-xeon-e52699v3,0,,1
vm-standard1-2,standard1,VM.Standard1.2,general,4,14,0,0,intel-xeon-e52699v3,0,,1
vm-standard1-4,standard1,VM.Standard1.4,general,8,28,0,0,intel-xeon-e52699v3,0,,1
vm-standard1-8,standard1,VM.Standard1.8,general,16,56,0,0,intel-xeon-e52699v3,0,,1
vm-standard1-16,standard1,VM.Standard1.16,general,32,112,0,0,intel-xeon-e52699v3,0,,1
vm-standard-b1-1,standardb1,VM.Standard.B1.1,general,2,12,0,0,intel-xeon-e52699v4,0,,1
vm-standard-b1-2,standardb1,VM.Standard.B1.2,general,4,24,0,0,intel-xeon-e52699v4,0,,1
vm-standard-b1-4,standardb1,VM.Standard.B1.4,general,8,48,0,0,intel-xeon-e52699v4,0,,1
vm-standard-b1-8,standardb1,VM.Standard.B1.8,general,16,96,0,0,intel-xeon-e52699v4,0,,1
vm-standard-b1-16,standardb1,VM.Standard.B1.16,general,32,192,0,0,intel-xeon-e52699v4,0,,1
vm-standard2-1,standard2,VM.Standard2.1,general,2,15,0,0,intel-xeon-8167m,0,,1
vm-standard2-2,standard2,VM.Standard2.2,general,4,30,0,0,intel-xeon-8167m,0,,1
vm-standard2-4,standard2,VM.Standard2.4,general,8,60,0,0,intel-xeon-8167m,0,,1
vm-standard2-8,standard2,VM.Standard2.8,general,16,120,0,0,intel-xeon-8167m,0,,1
vm-standard2-16,standard2,VM.Standard2.16,general,32,240,0,0,intel-xeon-8167m,0,,1
vm-standard2-24,standard2,VM.Standard2.24,general,48,320,0,0,intel-xeon-8167m,0,,1
vm-standard-e2-1,standarde2,VM.Standard.E2.1,general,2,8,0,0,amd-epyc-7551,0,,1
vm-standard-e2-2,standarde2,VM.Standard.E2.2,general,4,16,0,0,amd-epyc-7551,0,,1
vm-standard-e2-4,standarde2,VM.Standard.E2.4,general,8,32,0,0,amd-epyc-7551,0,,1
vm-standard-e2-8,standarde2,VM.Standard.E2.8,general,16,64,0,0,amd-epyc-7551,0,,1
vm-denseio1-4,denseio1,VM.DenseIO1.4,storage,8,60,3200,0,intel-xeon-e52699v3,0,,1
vm-denseio1-8,denseio1,VM.DenseIO1.8,storage,16,120,6400,0,intel-xeon-e52699v3,0,,1
vm-denseio1-16,denseio1,VM.DenseIO1.16,storage,32,240,12800,0,intel-xeon-e52699v3,0,,1
vm-denseio2-8,denseio2,VM.DenseIO2.8,storage,16,120,6400,0,intel-xeon-8167m,0,,1
vm-denseio2-16,denseio2,VM.DenseIO2.16,storage,32,240,12800,0,intel-xeon-8167m,0,,1
vm-denseio2-24,denseio2,VM.DenseIO2.24,storage,48,320,25600,0,intel-xeon-8167m,0,,1
vm-standard-e3-flex-1ocpu-16gb,standarde3flex,VM.Standard.E3.Flex (1 OCPU / 16 GB),general,2,16,0,0,amd-epyc-7742,0,,1
vm-standard-e3-flex-2ocpu-32gb,standarde3flex,VM.Standard.E3.Flex (2 OCPU / 32 GB),general,4,32,0,0,amd-epyc-7742,0,,1
vm-standard-e3-flex-4ocpu-64gb,standarde3flex,VM.Standard.E3.Flex (4 OCPU / 64 GB),general,8,64,0,0,amd-epyc-7742,0,,1
vm-standard-e3-flex-8ocpu-128gb,standarde3flex,VM.Standard.E3.Flex (8 OCPU / 128 GB),general,16,128,0,0,amd-epyc-7742,0,,1
vm-standard-e3-flex-16ocpu-256gb,standarde3flex,VM.Standard.E3.Flex (16 OCPU / 256 GB),general,32,256,0,0,amd-epyc-7742,0,,1
vm-standard-e3-flex-32ocpu-512gb,standarde3flex,VM.Standard.E3.Flex (32 OCPU / 512 GB),general,64,512,0,0,amd-epyc-7742,0,,1
vm-standard-e3-flex-64ocpu-1024gb,standarde3flex,VM.Standard.E3.Flex (64 OCPU / 1024 GB),general,128,1024,0,0,amd-epyc-7742,0,,1
